ID,Negara,Benua,NamaKomoditi,Tahun,Volume,Nilai,NegaraID,KomoditiID
1322,Belgia dan Luksemburg,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2010,1096.592,3776.458,20,2
1323,Swedia,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2010,47.522,334.731,21,2
1324,Denmark,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2010,35.068,108.237,22,2
1325,Irlandia,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2010,0,0,23,2
1326,Italia,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2010,448.911,1432.632,24,2
1327,Spanyol,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2010,542.698,1520.75,25,2
1328,Yunani,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2010,0,0,26,2
1329,Bulgaria,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2010,221.358,509.203,27,2
1330,Polandia,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2010,164.203,366.315,28,2
1331,Slovenia,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2010,31.714,82.666,29,2
1332,Rusia,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2010,536.659,1686.083,30,2
1333,Negara lainnya,Lainnya,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2010,17903.351,46699.855,31,2
1334,Jepang,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2011,44604.138,174059.806,1,2
1335,Hongkong,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2011,249.696,708.281,2,2
1336,Korea Selatan,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2011,1338.727,3076.236,3,2
1337,Taiwan,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2011,495.555,909.739,4,2
1338,Cina,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2011,711.488,1517.812,5,2
1339,Thailand,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2011,16780.045,36618.828,6,2
1340,Singapura,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2011,745.068,1825.084,7,2
1341,Filipina,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2011,294.566,524.723,8,2
1342,Malaysia,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2011,372.933,856.309,9,2
1343,Arab Saudi,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2011,7205.333,33318.45,10,2
1344,Yordania,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2011,2502.474,10698.029,11,2
1345,Mesir,Afrika,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2011,3925.797,8662.39,12,2
1346,Australia,Australia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2011,739.785,2888.378,13,2
1347,Amerika Serikat,Amerika,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2011,15062.44,71373.568,14,2
1348,Kanada,Amerika,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2011,154.285,735.429,15,2
1349,UK,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2011,3364.158,10603.611,16,2
1350,Belanda,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2011,1470.455,5606.574,17,2
1351,Perancis,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2011,168.315,573.33,18,2
1352,Jerman,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2011,11514.795,33532.249,19,2
1353,Belgia dan Luksemburg,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2011,2052.151,6802.522,20,2
1354,Swedia,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2011,67.81,205.872,21,2
1355,Denmark,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2011,413.485,1411.464,22,2
1356,Irlandia,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2011,37.224,89.23,23,2
1357,Italia,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2011,775.731,2787.075,24,2
1358,Spanyol,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2011,8174.832,28497.199,25,2
1359,Yunani,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2011,68.256,246.68,26,2
1360,Bulgaria,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2011,192.26,530.728,27,2
1361,Polandia,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2011,389.45,1566.299,28,2
1362,Slovenia,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2011,68.687,213.725,29,2
1363,Rusia,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2011,277.944,1272.859,30,2
1364,Negara lainnya,Lainnya,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2011,17556.117,56878.521,31,2
1365,Jepang,Asia,mutiara - pearl,2001,6.07,11401.364,1,3
1366,Hongkong,Asia,mutiara - pearl,2001,13.145,6704.587,2,3
1367,Korea Selatan,Asia,mutiara - pearl,2001,0,0,3,3
1368,Taiwan,Asia,mutiara - pearl,2001,0,0,4,3
1369,Cina,Asia,mutiara - pearl,2001,0,0,5,3
1370,Thailand,Asia,mutiara - pearl,2001,0,0,6,3
1371,Singapura,Asia,mutiara - pearl,2001,0.106,2893.871,7,3
1372,Filipina,Asia,mutiara - pearl,2001,0,0,8,3
1373,Malaysia,Asia,mutiara - pearl,2001,0,0,9,3
1374,Arab Saudi,Asia,mutiara - pearl,2001,2.071,2.949,10,3
1375,Yordania,Asia,mutiara - pearl,2001,0,0,11,3
1376,Mesir,Afrika,mutiara - pearl,2001,0,0,12,3
1377,Australia,Australia,mutiara - pearl,2001,0.125,3628.112,13,3
1378,Amerika Serikat,Amerika,mutiara - pearl,2001,0.063,607.375,14,3
1379,Kanada,Amerika,mutiara - pearl,2001,0,0,15,3
1380,UK,Eropa,mutiara - pearl,2001,0,0,16,3
1381,Belanda,Eropa,mutiara - pearl,2001,0,0,17,3
1382,Perancis,Eropa,mutiara - pearl,2001,0,0,18,3
1383,Jerman,Eropa,mutiara - pearl,2001,0,0,19,3
1384,Belgia dan Luksemburg,Eropa,mutiara - pearl,2001,0,0,20,3
1385,Swedia,Eropa,mutiara - pearl,2001,0,0,21,3
1386,Denmark,Eropa,mutiara - pearl,2001,0,0,22,3
1387,Irlandia,Eropa,mutiara - pearl,2001,0,0,23,3
1388,Italia,Eropa,mutiara - pearl,2001,0.138,19.01,24,3
1389,Spanyol,Eropa,mutiara - pearl,2001,0,0,25,3
1390,Yunani,Eropa,mutiara - pearl,2001,0,0,26,3
1391,Bulgaria,Eropa,mutiara - pearl,2001,0,0,27,3
1392,Polandia,Eropa,mutiara - pearl,2001,0,0,28,3
1393,Slovenia,Eropa,mutiara - pearl,2001,0,0,29,3
1394,Rusia,Eropa,mutiara - pearl,2001,0,0,30,3
1395,Negara lainnya,Lainnya,mutiara - pearl,2001,0.035,0.066,31,3
1396,Jepang,Asia,mutiara - pearl,2002,2.945,7724.123,1,3
1397,Hongkong,Asia,mutiara - pearl,2002,0.313,2130.92,2,3
1398,Korea Selatan,Asia,mutiara - pearl,2002,0,0,3,3
1399,Taiwan,Asia,mutiara - pearl,2002,0.001,3.099,4,3
1400,Cina,Asia,mutiara - pearl,2002,0,0,5,3
1401,Thailand,Asia,mutiara - pearl,2002,0.001,3.883,6,3
1402,Singapura,Asia,mutiara - pearl,2002,0.067,630.907,7,3
1403,Filipina,Asia,mutiara - pearl,2002,0,0,8,3
1404,Malaysia,Asia,mutiara - pearl,2002,0,0,9,3
1405,Arab Saudi,Asia,mutiara - pearl,2002,0,0,10,3
1406,Yordania,Asia,mutiara - pearl,2002,0,0,11,3
1407,Mesir,Afrika,mutiara - pearl,2002,0,0,12,3
1408,Australia,Australia,mutiara - pearl,2002,0.156,831.468,13,3
1409,Amerika Serikat,Amerika,mutiara - pearl,2002,0.004,2.783,14,3
1410,Kanada,Amerika,mutiara - pearl,2002,0,0,15,3
1411,UK,Eropa,mutiara - pearl,2002,0.001,2.57,16,3
1412,Belanda,Eropa,mutiara - pearl,2002,0,0,17,3
1413,Perancis,Eropa,mutiara - pearl,2002,0,0,18,3
1414,Jerman,Eropa,mutiara - pearl,2002,0,0,19,3
1415,Belgia dan Luksemburg,Eropa,mutiara - pearl,2002,0,0,20,3
1416,Swedia,Eropa,mutiara - pearl,2002,0,0,21,3
1417,Denmark,Eropa,mutiara - pearl,2002,0,0,22,3
1418,Irlandia,Eropa,mutiara - pearl,2002,0,0,23,3
1419,Italia,Eropa,mutiara - pearl,2002,0,0,24,3
1420,Spanyol,Eropa,mutiara - pearl,2002,0,0,25,3
1421,Yunani,Eropa,mutiara - pearl,2002,0.001,0.547,26,3
1422,Bulgaria,Eropa,mutiara - pearl,2002,0,0,27,3
1423,Polandia,Eropa,mutiara - pearl,2002,0,0,28,3
1424,Slovenia,Eropa,mutiara - pearl,2002,0,0,29,3
1425,Rusia,Eropa,mutiara - pearl,2002,0,0,30,3
1426,Negara lainnya,Lainnya,mutiara - pearl,2002,2.378,140.648,31,3
1427,Jepang,Asia,mutiara - pearl,2003,0.644,15431.196,1,3
1428,Hongkong,Asia,mutiara - pearl,2003,0.006,40.364,2,3
1429,Korea Selatan,Asia,mutiara - pearl,2003,0,0,3,3
1430,Taiwan,Asia,mutiara - pearl,2003,0,0,4,3
1431,Cina,Asia,mutiara - pearl,2003,0,0,5,3
1432,Thailand,Asia,mutiara - pearl,2003,0,0,6,3
1433,Singapura,Asia,mutiara - pearl,2003,0.002,0.046,7,3
1434,Filipina,Asia,mutiara - pearl,2003,0,0,8,3
1435,Malaysia,Asia,mutiara - pearl,2003,0,0,9,3
1436,Arab Saudi,Asia,mutiara - pearl,2003,0,0,10,3
1437,Yordania,Asia,mutiara - pearl,2003,0,0,11,3
1438,Mesir,Afrika,mutiara - pearl,2003,0,0,12,3
1439,Australia,Australia,mutiara - pearl,2003,11.568,1655.7,13,3
1440,Amerika Serikat,Amerika,mutiara - pearl,2003,0.002,0.21,14,3
1441,Kanada,Amerika,mutiara - pearl,2003,0,0,15,3
1442,UK,Eropa,mutiara - pearl,2003,0,0,16,3
1443,Belanda,Eropa,mutiara - pearl,2003,0,0,17,3
1444,Perancis,Eropa,mutiara - pearl,2003,0,0,18,3
1445,Jerman,Eropa,mutiara - pearl,2003,0,0,19,3
1446,Belgia dan Luksemburg,Eropa,mutiara - pearl,2003,0,0,20,3
1447,Swedia,Eropa,mutiara - pearl,2003,0,0,21,3
1448,Denmark,Eropa,mutiara - pearl,2003,0,0,22,3
1449,Irlandia,Eropa,mutiara - pearl,2003,0,0,23,3
1450,Italia,Eropa,mutiara - pearl,2003,0,0,24,3
1451,Spanyol,Eropa,mutiara - pearl,2003,0,0,25,3
1452,Yunani,Eropa,mutiara - pearl,2003,0,0,26,3
1453,Bulgaria,Eropa,mutiara - pearl,2003,0,0,27,3
1454,Polandia,Eropa,mutiara - pearl,2003,0,0,28,3
1455,Slovenia,Eropa,mutiara - pearl,2003,0,0,29,3
1456,Rusia,Eropa,mutiara - pearl,2003,0,0,30,3
1457,Negara lainnya,Lainnya,mutiara - pearl,2003,0,0,31,3
1458,Jepang,Asia,mutiara - pearl,2004,0.648,2825.939,1,3
1459,Hongkong,Asia,mutiara - pearl,2004,0.044,381.966,2,3
1460,Korea Selatan,Asia,mutiara - pearl,2004,0,0,3,3
1461,Taiwan,Asia,mutiara - pearl,2004,0,0,4,3
1462,Cina,Asia,mutiara - pearl,2004,0,0,5,3
1463,Thailand,Asia,mutiara - pearl,2004,0,0,6,3
1464,Singapura,Asia,mutiara - pearl,2004,0.191,66.88,7,3
1465,Filipina,Asia,mutiara - pearl,2004,0.426,507.236,8,3
1466,Malaysia,Asia,mutiara - pearl,2004,0,0,9,3
1467,Arab Saudi,Asia,mutiara - pearl,2004,0,0,10,3
1468,Yordania,Asia,mutiara - pearl,2004,0,0,11,3
1469,Mesir,Afrika,mutiara - pearl,2004,0,0,12,3
1470,Australia,Australia,mutiara - pearl,2004,0.221,2083.92,13,3
1471,Amerika Serikat,Amerika,mutiara - pearl,2004,0.012,0,14,3
1472,Kanada,Amerika,mutiara - pearl,2004,0,0,15,3
1473,UK,Eropa,mutiara - pearl,2004,0,0,16,3
1474,Belanda,Eropa,mutiara - pearl,2004,0,0,17,3
1475,Perancis,Eropa,mutiara - pearl,2004,0,0,18,3
1476,Jerman,Eropa,mutiara - pearl,2004,0.1,0.097,19,3
1477,Belgia dan Luksemburg,Eropa,mutiara - pearl,2004,0,0,20,3
1478,Swedia,Eropa,mutiara - pearl,2004,0,0,21,3
1479,Denmark,Eropa,mutiara - pearl,2004,0,0,22,3
1480,Irlandia,Eropa,mutiara - pearl,2004,0,0,23,3
1481,Italia,Eropa,mutiara - pearl,2004,0,0,24,3
1482,Spanyol,Eropa,mutiara - pearl,2004,0,0,25,3
1483,Yunani,Eropa,mutiara - pearl,2004,0,0,26,3
1484,Bulgaria,Eropa,mutiara - pearl,2004,0,0,27,3
1485,Polandia,Eropa,mutiara - pearl,2004,0,0,28,3
1486,Slovenia,Eropa,mutiara - pearl,2004,0,0,29,3
1487,Rusia,Eropa,mutiara - pearl,2004,0,0,30,3
1488,Negara lainnya,Lainnya,mutiara - pearl,2004,0.069,0.12,31,3
1489,Jepang,Asia,mutiara - pearl,2005,0.586,5476.161,1,3
1490,Hongkong,Asia,mutiara - pearl,2005,12.226,257.588,2,3
1491,Korea Selatan,Asia,mutiara - pearl,2005,0,0,3,3
1492,Taiwan,Asia,mutiara - pearl,2005,0,0,4,3
1493,Cina,Asia,mutiara - pearl,2005,0.009,37.89,5,3
1494,Thailand,Asia,mutiara - pearl,2005,0,0,6,3
1495,Singapura,Asia,mutiara - pearl,2005,0.029,72.58,7,3
1496,Filipina,Asia,mutiara - pearl,2005,0,0,8,3
1497,Malaysia,Asia,mutiara - pearl,2005,0,0,9,3
1498,Arab Saudi,Asia,mutiara - pearl,2005,0.023,5.565,10,3
1499,Yordania,Asia,mutiara - pearl,2005,0,0,11,3
1500,Mesir,Afrika,mutiara - pearl,2005,0,0,12,3
1501,Australia,Australia,mutiara - pearl,2005,0.306,4834.188,13,3
1502,Amerika Serikat,Amerika,mutiara - pearl,2005,0.012,2.101,14,3
1503,Kanada,Amerika,mutiara - pearl,2005,0,0,15,3
1504,UK,Eropa,mutiara - pearl,2005,0,0,16,3
1505,Belanda,Eropa,mutiara - pearl,2005,0,0,17,3
1506,Perancis,Eropa,mutiara - pearl,2005,0,0,18,3
1507,Jerman,Eropa,mutiara - pearl,2005,0,0,19,3
1508,Belgia dan Luksemburg,Eropa,mutiara - pearl,2005,0,0,20,3
1509,Swedia,Eropa,mutiara - pearl,2005,0,0,21,3
1510,Denmark,Eropa,mutiara - pearl,2005,0,0,22,3
1511,Irlandia,Eropa,mutiara - pearl,2005,0,0,23,3
1512,Italia,Eropa,mutiara - pearl,2005,0.004,0.44,24,3
1513,Spanyol,Eropa,mutiara - pearl,2005,0,0,25,3
1514,Yunani,Eropa,mutiara - pearl,2005,0,0,26,3
1515,Bulgaria,Eropa,mutiara - pearl,2005,0,0,27,3
1516,Polandia,Eropa,mutiara - pearl,2005,0,0,28,3
1517,Slovenia,Eropa,mutiara - pearl,2005,0,0,29,3
1518,Rusia,Eropa,mutiara - pearl,2005,0,0,30,3
1519,Negara lainnya,Lainnya,mutiara - pearl,2005,0.009,0.41,31,3
1520,Jepang,Asia,mutiara - pearl,2006,0.82,5681.864,1,3
1521,Hongkong,Asia,mutiara - pearl,2006,0.061,213.292,2,3
1522,Korea Selatan,Asia,mutiara - pearl,2006,0.003,44.373,3,3
1523,Taiwan,Asia,mutiara - pearl,2006,0,0,4,3
1524,Cina,Asia,mutiara - pearl,2006,0.001,0.31,5,3
1525,Thailand,Asia,mutiara - pearl,2006,0.004,9.094,6,3
1526,Singapura,Asia,mutiara - pearl,2006,0.425,118.821,7,3
1527,Filipina,Asia,mutiara - pearl,2006,0,0,8,3
1528,Malaysia,Asia,mutiara - pearl,2006,0,0,9,3
1529,Arab Saudi,Asia,mutiara - pearl,2006,0,0,10,3
1530,Yordania,Asia,mutiara - pearl,2006,0,0,11,3
1531,Mesir,Afrika,mutiara - pearl,2006,0,0,12,3
1532,Australia,Australia,mutiara - pearl,2006,0.457,7315.218,13,3
1533,Amerika Serikat,Amerika,mutiara - pearl,2006,0.031,14.902,14,3
1534,Kanada,Amerika,mutiara - pearl,2006,0,0,15,3
1535,UK,Eropa,mutiara - pearl,2006,0,0.065,16,3
1536,Belanda,Eropa,mutiara - pearl,2006,0,0,17,3
1537,Perancis,Eropa,mutiara - pearl,2006,0,0,18,3
1538,Jerman,Eropa,mutiara - pearl,2006,0,0,19,3
1539,Belgia dan Luksemburg,Eropa,mutiara - pearl,2006,0,0,20,3
1540,Swedia,Eropa,mutiara - pearl,2006,0,0,21,3
1541,Denmark,Eropa,mutiara - pearl,2006,0,0,22,3
1542,Irlandia,Eropa,mutiara - pearl,2006,0,0,23,3
1543,Italia,Eropa,mutiara - pearl,2006,0,0,24,3
1544,Spanyol,Eropa,mutiara - pearl,2006,0,0,25,3
1545,Yunani,Eropa,mutiara - pearl,2006,0,0,26,3
1546,Bulgaria,Eropa,mutiara - pearl,2006,0,0,27,3
1547,Polandia,Eropa,mutiara - pearl,2006,0,0,28,3
1548,Slovenia,Eropa,mutiara - pearl,2006,0,0,29,3
1549,Rusia,Eropa,mutiara - pearl,2006,0,0,30,3
1550,Negara lainnya,Lainnya,mutiara - pearl,2006,0.004,10.608,31,3
1551,Jepang,Asia,mutiara - pearl,2007,1.128,8246.637,1,3
1552,Hongkong,Asia,mutiara - pearl,2007,0.114,1738.754,2,3
1553,Korea Selatan,Asia,mutiara - pearl,2007,0.055,0.2,3,3
1554,Taiwan,Asia,mutiara - pearl,2007,0,0.282,4,3
1555,Cina,Asia,mutiara - pearl,2007,0,0,5,3
1556,Thailand,Asia,mutiara - pearl,2007,11.231,26.58,6,3
1557,Singapura,Asia,mutiara - pearl,2007,0.034,163.768,7,3
1558,Filipina,Asia,mutiara - pearl,2007,0,0,8,3
1559,Malaysia,Asia,mutiara - pearl,2007,0,0,9,3
1560,Arab Saudi,Asia,mutiara - pearl,2007,0,0,10,3
1561,Yordania,Asia,mutiara - pearl,2007,0,0,11,3
1562,Mesir,Afrika,mutiara - pearl,2007,0,0,12,3
1563,Australia,Australia,mutiara - pearl,2007,0.599,2963.44,13,3
1564,Amerika Serikat,Amerika,mutiara - pearl,2007,0.001,1.004,14,3
1565,Kanada,Amerika,mutiara - pearl,2007,0,0,15,3
1566,UK,Eropa,mutiara - pearl,2007,0,4.763,16,3
1567,Belanda,Eropa,mutiara - pearl,2007,0,0.229,17,3
1568,Perancis,Eropa,mutiara - pearl,2007,0,0.312,18,3
1569,Jerman,Eropa,mutiara - pearl,2007,0,3.116,19,3
1570,Belgia dan Luksemburg,Eropa,mutiara - pearl,2007,0,0,20,3
1571,Swedia,Eropa,mutiara - pearl,2007,0,0,21,3
1572,Denmark,Eropa,mutiara - pearl,2007,0,0,22,3
1573,Irlandia,Eropa,mutiara - pearl,2007,0,0,23,3
1574,Italia,Eropa,mutiara - pearl,2007,0,0,24,3
1575,Spanyol,Eropa,mutiara - pearl,2007,0,2.321,25,3
1576,Yunani,Eropa,mutiara - pearl,2007,0,1.978,26,3
1577,Bulgaria,Eropa,mutiara - pearl,2007,0,0,27,3
1578,Polandia,Eropa,mutiara - pearl,2007,0,0,28,3
1579,Slovenia,Eropa,mutiara - pearl,2007,0,0,29,3
1580,Rusia,Eropa,mutiara - pearl,2007,0,0,30,3
1581,Negara lainnya,Lainnya,mutiara - pearl,2007,0.01,14.455,31,3
1582,Jepang,Asia,mutiara - pearl,2008,1.078,7463.645,1,3
1583,Hongkong,Asia,mutiara - pearl,2008,0.041,406.332,2,3
1584,Korea Selatan,Asia,mutiara - pearl,2008,0,0,3,3
1585,Taiwan,Asia,mutiara - pearl,2008,0,0,4,3
1586,Cina,Asia,mutiara - pearl,2008,0,0,5,3
1587,Thailand,Asia,mutiara - pearl,2008,0.149,0.404,6,3
1588,Singapura,Asia,mutiara - pearl,2008,0.126,0.379,7,3
1589,Filipina,Asia,mutiara - pearl,2008,0,0,8,3
1590,Malaysia,Asia,mutiara - pearl,2008,0,63.571,9,3
1591,Arab Saudi,Asia,mutiara - pearl,2008,0,0,10,3
1592,Yordania,Asia,mutiara - pearl,2008,0,0,11,3
1593,Mesir,Afrika,mutiara - pearl,2008,0,0,12,3
1594,Australia,Australia,mutiara - pearl,2008,0.666,6422.047,13,3
1595,Amerika Serikat,Amerika,mutiara - pearl,2008,0.019,1.879,14,3
1596,Kanada,Amerika,mutiara - pearl,2008,0.006,11.172,15,3
1597,UK,Eropa,mutiara - pearl,2008,0,0,16,3
1598,Belanda,Eropa,mutiara - pearl,2008,0,0,17,3
1599,Perancis,Eropa,mutiara - pearl,2008,0.064,0.135,18,3
1600,Jerman,Eropa,mutiara - pearl,2008,0,0,19,3
1601,Belgia dan Luksemburg,Eropa,mutiara - pearl,2008,0,0,20,3
1602,Swedia,Eropa,mutiara - pearl,2008,0,0,21,3
1603,Denmark,Eropa,mutiara - pearl,2008,0,0,22,3
1604,Irlandia,Eropa,mutiara - pearl,2008,0.001,5.694,23,3
1605,Italia,Eropa,mutiara - pearl,2008,0,0,24,3
1606,Spanyol,Eropa,mutiara - pearl,2008,0.189,1.366,25,3
1607,Yunani,Eropa,mutiara - pearl,2008,0.417,2.415,26,3
1608,Bulgaria,Eropa,mutiara - pearl,2008,0,0,27,3
1609,Polandia,Eropa,mutiara - pearl,2008,0,0,28,3
1610,Slovenia,Eropa,mutiara - pearl,2008,0,0,29,3
1611,Rusia,Eropa,mutiara - pearl,2008,0,0,30,3
1612,Negara lainnya,Lainnya,mutiara - pearl,2008,7.337,51.214,31,3
1613,Jepang,Asia,mutiara - pearl,2009,9.536,10204.318,1,3
1614,Hongkong,Asia,mutiara - pearl,2009,2.618,8497.353,2,3
1615,Korea Selatan,Asia,mutiara - pearl,2009,0,0,3,3
1616,Taiwan,Asia,mutiara - pearl,2009,0,0,4,3
1617,Cina,Asia,mutiara - pearl,2009,0,0,5,3
1618,Thailand,Asia,mutiara - pearl,2009,0,0,6,3
1619,Singapura,Asia,mutiara - pearl,2009,0.001,1.322,7,3
1620,Filipina,Asia,mutiara - pearl,2009,0,0,8,3
1621,Malaysia,Asia,mutiara - pearl,2009,0,0,9,3
1622,Arab Saudi,Asia,mutiara - pearl,2009,0,0,10,3
1623,Yordania,Asia,mutiara - pearl,2009,0,0,11,3
1624,Mesir,Afrika,mutiara - pearl,2009,0,0,12,3
1625,Australia,Australia,mutiara - pearl,2009,0.319,3265.544,13,3
1626,Amerika Serikat,Amerika,mutiara - pearl,2009,2.81,101.515,14,3
1627,Kanada,Amerika,mutiara - pearl,2009,0.013,0.17,15,3
1628,UK,Eropa,mutiara - pearl,2009,0,0,16,3
1629,Belanda,Eropa,mutiara - pearl,2009,0.005,0.052,17,3
1630,Perancis,Eropa,mutiara - pearl,2009,0,0,18,3
1631,Jerman,Eropa,mutiara - pearl,2009,0.069,293.993,19,3
1632,Belgia dan Luksemburg,Eropa,mutiara - pearl,2009,0,0,20,3
1633,Swedia,Eropa,mutiara - pearl,2009,0.005,6.418,21,3
1634,Denmark,Eropa,mutiara - pearl,2009,0.005,8.944,22,3
1635,Irlandia,Eropa,mutiara - pearl,2009,0,0,23,3
1636,Italia,Eropa,mutiara - pearl,2009,0.132,4.377,24,3
1637,Spanyol,Eropa,mutiara - pearl,2009,0,0,25,3
1638,Yunani,Eropa,mutiara - pearl,2009,0,0,26,3
1639,Bulgaria,Eropa,mutiara - pearl,2009,0,0,27,3
1640,Polandia,Eropa,mutiara - pearl,2009,0,0,28,3
1641,Slovenia,Eropa,mutiara - pearl,2009,0,0,29,3
1642,Rusia,Eropa,mutiara - pearl,2009,0,0,30,3
1643,Negara lainnya,Lainnya,mutiara - pearl,2009,1.554,18.265,31,3
1644,Jepang,Asia,mutiara - pearl,2010,2.413,15931.122,1,3
1645,Hongkong,Asia,mutiara - pearl,2010,2.958,11050.61,2,3
1646,Korea Selatan,Asia,mutiara - pearl,2010,0.024,227.159,3,3
1647,Taiwan,Asia,mutiara - pearl,2010,0,0,4,3
1648,Cina,Asia,mutiara - pearl,2010,0,0,5,3
1649,Thailand,Asia,mutiara - pearl,2010,2.885,155.507,6,3
1650,Singapura,Asia,mutiara - pearl,2010,0,0,7,3
1651,Filipina,Asia,mutiara - pearl,2010,0,0,8,3
1652,Malaysia,Asia,mutiara - pearl,2010,0,0,9,3
1653,Arab Saudi,Asia,mutiara - pearl,2010,0,0,10,3
1654,Yordania,Asia,mutiara - pearl,2010,0,0,11,3
1655,Mesir,Afrika,mutiara - pearl,2010,0,0,12,3
1656,Australia,Australia,mutiara - pearl,2010,0.326,3954.296,13,3
1657,Amerika Serikat,Amerika,mutiara - pearl,2010,0,0,14,3
1658,Kanada,Amerika,mutiara - pearl,2010,0,0,15,3
1659,UK,Eropa,mutiara - pearl,2010,0.018,4.256,16,3
1660,Belanda,Eropa,mutiara - pearl,2010,0,0,17,3
1661,Perancis,Eropa,mutiara - pearl,2010,0.002,0.999,18,3
1662,Jerman,Eropa,mutiara - pearl,2010,0,0,19,3
1663,Belgia dan Luksemburg,Eropa,mutiara - pearl,2010,0,0,20,3
1664,Swedia,Eropa,mutiara - pearl,2010,0,0,21,3
1665,Denmark,Eropa,mutiara - pearl,2010,0,0,22,3
1666,Irlandia,Eropa,mutiara - pearl,2010,0,0,23,3
1667,Italia,Eropa,mutiara - pearl,2010,0,0,24,3
1668,Spanyol,Eropa,mutiara - pearl,2010,0,0,25,3
1669,Yunani,Eropa,mutiara - pearl,2010,0,0,26,3
1670,Bulgaria,Eropa,mutiara - pearl,2010,0,0,27,3
1671,Polandia,Eropa,mutiara - pearl,2010,0,0,28,3
1672,Slovenia,Eropa,mutiara - pearl,2010,0,0,29,3
1673,Rusia,Eropa,mutiara - pearl,2010,0,0,30,3
1674,Negara lainnya,Lainnya,mutiara - pearl,2010,0.046,104.971,31,3
1675,Jepang,Asia,mutiara - pearl,2011,17.547,12847.193,1,3
1676,Hongkong,Asia,mutiara - pearl,2011,2.956,13668.049,2,3
1677,Korea Selatan,Asia,mutiara - pearl,2011,0.015,271.226,3,3
1678,Taiwan,Asia,mutiara - pearl,2011,0,0,4,3
1679,Cina,Asia,mutiara - pearl,2011,0,0,5,3
1680,Thailand,Asia,mutiara - pearl,2011,0,0,6,3
1681,Singapura,Asia,mutiara - pearl,2011,0,0,7,3
1682,Filipina,Asia,mutiara - pearl,2011,0,0,8,3
1683,Malaysia,Asia,mutiara - pearl,2011,0,0,9,3
1684,Arab Saudi,Asia,mutiara - pearl,2011,0,0,10,3
1685,Yordania,Asia,mutiara - pearl,2011,0,0,11,3
1686,Mesir,Afrika,mutiara - pearl,2011,0,0,12,3
1687,Australia,Australia,mutiara - pearl,2011,0.458,4941.953,13,3
1688,Amerika Serikat,Amerika,mutiara - pearl,2011,0,0,14,3
1689,Kanada,Amerika,mutiara - pearl,2011,0.001,0,15,3
1690,UK,Eropa,mutiara - pearl,2011,0,0,16,3
1691,Belanda,Eropa,mutiara - pearl,2011,0,0,17,3
