ID,NamaProvinsi,Wilayah,NamaKomoditi,Tahun,Volume,Nilai,ProvinsiID,KomoditiID
329,Papua Barat,Maluku - Papua,semua komoditi - all commodities,2009,0,0,91,0
330,Papua,Maluku - Papua,semua komoditi - all commodities,2009,29.702,69.583,94,0
331,Aceh,Sumatera,semua komoditi - all commodities,2010,0.496,0.5,11,0
332,Sumatera Utara,Sumatera,semua komoditi - all commodities,2010,46913.002,48315.76,12,0
333,Sumatera Barat,Sumatera,semua komoditi - all commodities,2010,0,0,13,0
334,Riau,Sumatera,semua komoditi - all commodities,2010,1289.653,680.913,14,0
335,Jambi,Sumatera,semua komoditi - all commodities,2010,4426.631,2617.908,15,0
336,Sumatera Selatan,Sumatera,semua komoditi - all commodities,2010,0,0,16,0
337,Bengkulu,Sumatera,semua komoditi - all commodities,2010,0,0,17,0
338,Lampung,Sumatera,semua komoditi - all commodities,2010,12142.086,14756.068,18,0
339,Kepulauan Bangka Belitung,Sumatera,semua komoditi - all commodities,2010,0,0,19,0
340,Kepulauan Riau,Sumatera,semua komoditi - all commodities,2010,5636.684,6889.508,21,0
341,DKI Jakarta,Jawa,semua komoditi - all commodities,2010,200511.18,198810.349,31,0
342,Jawa Barat,Jawa,semua komoditi - all commodities,2010,0,0,32,0
343,Jawa Tengah,Jawa,semua komoditi - all commodities,2010,6306.608,7466.068,33,0
344,DI Yogyakarta,Jawa,semua komoditi - all commodities,2010,0,0,34,0
345,Jawa Timur,Jawa,semua komoditi - all commodities,2010,85612.176,103952.696,35,0
346,Banten,Jawa,semua komoditi - all commodities,2010,0,0,36,0
347,Bali,Bali - Nusa Tenggara,semua komoditi - all commodities,2010,2147.772,2774.038,51,0
348,Nusa Tenggara Barat,Bali - Nusa Tenggara,semua komoditi - all commodities,2010,0,0,52,0
349,Nusa Tenggara Timur,Bali - Nusa Tenggara,semua komoditi - all commodities,2010,0,0,53,0
350,Kalimantan Barat,Kalimantan,semua komoditi - all commodities,2010,3575.773,4263.763,61,0
351,Kalimantan Tengah,Kalimantan,semua komoditi - all commodities,2010,0,0,62,0
352,Kalimantan Selatan,Kalimantan,semua komoditi - all commodities,2010,0,0,63,0
353,Kalimantan Timur,Kalimantan,semua komoditi - all commodities,2010,0,0,64,0
354,Sulawesi Utara,Sulawesi,semua komoditi - all commodities,2010,128.592,461.764,71,0
355,Sulawesi Tenggara,Sulawesi,semua komoditi - all commodities,2010,0,0,74,0
356,Sulawesi Selatan,Sulawesi,semua komoditi - all commodities,2010,91.601,142.706,73,0
358,Gorontalo,Sulawesi,semua komoditi - all commodities,2010,0,0,75,0
359,Sulawesi Barat,Sulawesi,semua komoditi - all commodities,2010,0,0,76,0
360,Maluku,Maluku - Papua,semua komoditi - all commodities,2010,500,682.668,81,0
361,Maluku Utara,Maluku - Papua,semua komoditi - all commodities,2010,0,0,82,0
362,Papua Barat,Maluku - Papua,semua komoditi - all commodities,2010,0,0,91,0
363,Papua,Maluku - Papua,semua komoditi - all commodities,2010,0,0,94,0
364,Aceh,Sumatera,semua komoditi - all commodities,2011,0,0,11,0
365,Sumatera Utara,Sumatera,semua komoditi - all commodities,2011,40637.458,42688.307,12,0
366,Sumatera Barat,Sumatera,semua komoditi - all commodities,2011,2.086,1488.631,13,0
367,Riau,Sumatera,semua komoditi - all commodities,2011,55.439,34.241,14,0
368,Jambi,Sumatera,semua komoditi - all commodities,2011,373.97,261.835,15,0
369,Sumatera Selatan,Sumatera,semua komoditi - all commodities,2011,0,0,16,0
370,Bengkulu,Sumatera,semua komoditi - all commodities,2011,0,0,17,0
371,Lampung,Sumatera,semua komoditi - all commodities,2011,17233.876,21383.371,18,0
372,Kepulauan Bangka Belitung,Sumatera,semua komoditi - all commodities,2011,0,0,19,0
373,Kepulauan Riau,Sumatera,semua komoditi - all commodities,2011,3501.466,4630.589,21,0
374,DKI Jakarta,Jawa,semua komoditi - all commodities,2011,188585.324,201622.655,31,0
375,Jawa Barat,Jawa,semua komoditi - all commodities,2011,0,0,32,0
376,Jawa Tengah,Jawa,semua komoditi - all commodities,2011,6727.34,9416.187,33,0
377,DI Yogyakarta,Jawa,semua komoditi - all commodities,2011,0.001,0.04,34,0
378,Jawa Timur,Jawa,semua komoditi - all commodities,2011,172329.501,203551.201,35,0
379,Banten,Jawa,semua komoditi - all commodities,2011,10.967,26.705,36,0
380,Bali,Bali - Nusa Tenggara,semua komoditi - all commodities,2011,113.904,652.171,51,0
381,Nusa Tenggara Barat,Bali - Nusa Tenggara,semua komoditi - all commodities,2011,0.237,6.024,52,0
382,Nusa Tenggara Timur,Bali - Nusa Tenggara,semua komoditi - all commodities,2011,0,0,53,0
383,Kalimantan Barat,Kalimantan,semua komoditi - all commodities,2011,2175.543,1639.19,61,0
384,Kalimantan Tengah,Kalimantan,semua komoditi - all commodities,2011,0.002,0.014,62,0
385,Kalimantan Selatan,Kalimantan,semua komoditi - all commodities,2011,0,0,63,0
386,Kalimantan Timur,Kalimantan,semua komoditi - all commodities,2011,0.932,673.786,64,0
387,Sulawesi Utara,Sulawesi,semua komoditi - all commodities,2011,0,0,71,0
388,Sulawesi Tenggara,Sulawesi,semua komoditi - all commodities,2011,0,0,74,0
389,Sulawesi Selatan,Sulawesi,semua komoditi - all commodities,2011,122.287,267.86,73,0
391,Gorontalo,Sulawesi,semua komoditi - all commodities,2011,0,0,75,0
392,Sulawesi Barat,Sulawesi,semua komoditi - all commodities,2011,0,0,76,0
393,Maluku,Maluku - Papua,semua komoditi - all commodities,2011,0,0,81,0
394,Maluku Utara,Maluku - Papua,semua komoditi - all commodities,2011,0,0,82,0
395,Papua Barat,Maluku - Papua,semua komoditi - all commodities,2011,0,0,91,0
396,Papua,Maluku - Papua,semua komoditi - all commodities,2011,0.262,8.491,94,0
397,Aceh,Sumatera,tepung ikan yang tidak baik dimakan manusia,2001,0,0,11,6
398,Sumatera Utara,Sumatera,tepung ikan yang tidak baik dimakan manusia,2001,16259.872,8097.025,12,6
399,Sumatera Barat,Sumatera,tepung ikan yang tidak baik dimakan manusia,2001,0,0,13,6
400,Riau,Sumatera,tepung ikan yang tidak baik dimakan manusia,2001,0,0,14,6
401,Kepulauan Riau,Sumatera,tepung ikan yang tidak baik dimakan manusia,2001,0,0,21,6
402,Jambi,Sumatera,tepung ikan yang tidak baik dimakan manusia,2001,0,0,15,6
403,Sumatera Selatan,Sumatera,tepung ikan yang tidak baik dimakan manusia,2001,0,0,16,6
404,Kepulauan Bangka Belitung,Sumatera,tepung ikan yang tidak baik dimakan manusia,2001,79111.042,40769.382,19,6
405,Bengkulu,Sumatera,tepung ikan yang tidak baik dimakan manusia,2001,0,0,17,6
406,Lampung,Sumatera,tepung ikan yang tidak baik dimakan manusia,2001,0,0,18,6
407,Banten,Jawa,tepung ikan yang tidak baik dimakan manusia,2001,0,0,36,6
408,DKI Jakarta,Jawa,tepung ikan yang tidak baik dimakan manusia,2001,55846.809,28598.876,31,6
409,Jawa Barat,Jawa,tepung ikan yang tidak baik dimakan manusia,2001,0,0,32,6
410,Jawa Tengah,Jawa,tepung ikan yang tidak baik dimakan manusia,2001,0,0,33,6
411,DI Yogyakarta,Jawa,tepung ikan yang tidak baik dimakan manusia,2001,0,0,34,6
412,Jawa Timur,Jawa,tepung ikan yang tidak baik dimakan manusia,2001,0,0,35,6
413,Bali,Bali - Nusa Tenggara,tepung ikan yang tidak baik dimakan manusia,2001,0,0,51,6
414,Nusa Tenggara Barat,Bali - Nusa Tenggara,tepung ikan yang tidak baik dimakan manusia,2001,0,0,52,6
415,Nusa Tenggara Timur,Bali - Nusa Tenggara,tepung ikan yang tidak baik dimakan manusia,2001,0,0,53,6
416,Kalimantan Barat,Kalimantan,tepung ikan yang tidak baik dimakan manusia,2001,0,0,61,6
417,Kalimantan Tengah,Kalimantan,tepung ikan yang tidak baik dimakan manusia,2001,0,0,62,6
418,Kalimantan Selatan,Kalimantan,tepung ikan yang tidak baik dimakan manusia,2001,0,0,63,6
419,Kalimantan Timur,Kalimantan,tepung ikan yang tidak baik dimakan manusia,2001,0,0,64,6
420,Sulawesi Utara,Sulawesi,tepung ikan yang tidak baik dimakan manusia,2001,0,0,71,6
421,Gorontalo,Sulawesi,tepung ikan yang tidak baik dimakan manusia,2001,0,0,75,6
422,Sulawesi Tengah,Sulawesi,tepung ikan yang tidak baik dimakan manusia,2001,0,0,72,6
423,Sulawesi Selatan,Sulawesi,tepung ikan yang tidak baik dimakan manusia,2001,0,0,73,6
424,Sulawesi Barat,Sulawesi,tepung ikan yang tidak baik dimakan manusia,2001,0,0,76,6
425,Sulawesi Tenggara,Sulawesi,tepung ikan yang tidak baik dimakan manusia,2001,0,0,74,6
426,Maluku,Maluku - Papua,tepung ikan yang tidak baik dimakan manusia,2001,0,0,81,6
427,Maluku Utara,Maluku - Papua,tepung ikan yang tidak baik dimakan manusia,2001,0,0,82,6
428,Papua Barat,Maluku - Papua,tepung ikan yang tidak baik dimakan manusia,2001,0,0,91,6
429,Papua,Maluku - Papua,tepung ikan yang tidak baik dimakan manusia,2001,0,0,94,6
430,Aceh,Sumatera,tepung ikan yang tidak baik dimakan manusia,2002,0,0,11,6
431,Sumatera Utara,Sumatera,tepung ikan yang tidak baik dimakan manusia,2002,9409.864,6057.018,12,6
432,Sumatera Barat,Sumatera,tepung ikan yang tidak baik dimakan manusia,2002,0,0,13,6
433,Riau,Sumatera,tepung ikan yang tidak baik dimakan manusia,2002,20,8.803,14,6
434,Kepulauan Riau,Sumatera,tepung ikan yang tidak baik dimakan manusia,2002,0,0,21,6
435,Jambi,Sumatera,tepung ikan yang tidak baik dimakan manusia,2002,0,0,15,6
436,Sumatera Selatan,Sumatera,tepung ikan yang tidak baik dimakan manusia,2002,0,0,16,6
437,Kepulauan Bangka Belitung,Sumatera,tepung ikan yang tidak baik dimakan manusia,2002,44583.553,26942.385,19,6
438,Bengkulu,Sumatera,tepung ikan yang tidak baik dimakan manusia,2002,0,0,17,6
439,Lampung,Sumatera,tepung ikan yang tidak baik dimakan manusia,2002,0,0,18,6
440,Banten,Jawa,tepung ikan yang tidak baik dimakan manusia,2002,0,0,36,6
441,DKI Jakarta,Jawa,tepung ikan yang tidak baik dimakan manusia,2002,33305.17,19921.078,31,6
442,Jawa Barat,Jawa,tepung ikan yang tidak baik dimakan manusia,2002,0,0,32,6
443,Jawa Tengah,Jawa,tepung ikan yang tidak baik dimakan manusia,2002,0,0,33,6
444,DI Yogyakarta,Jawa,tepung ikan yang tidak baik dimakan manusia,2002,0,0,34,6
445,Jawa Timur,Jawa,tepung ikan yang tidak baik dimakan manusia,2002,0,0,35,6
446,Bali,Bali - Nusa Tenggara,tepung ikan yang tidak baik dimakan manusia,2002,0,0,51,6
447,Nusa Tenggara Barat,Bali - Nusa Tenggara,tepung ikan yang tidak baik dimakan manusia,2002,0,0,52,6
448,Nusa Tenggara Timur,Bali - Nusa Tenggara,tepung ikan yang tidak baik dimakan manusia,2002,0,0,53,6
449,Kalimantan Barat,Kalimantan,tepung ikan yang tidak baik dimakan manusia,2002,0,0,61,6
450,Kalimantan Tengah,Kalimantan,tepung ikan yang tidak baik dimakan manusia,2002,0,0,62,6
451,Kalimantan Selatan,Kalimantan,tepung ikan yang tidak baik dimakan manusia,2002,0,0,63,6
452,Kalimantan Timur,Kalimantan,tepung ikan yang tidak baik dimakan manusia,2002,0,0,64,6
453,Sulawesi Utara,Sulawesi,tepung ikan yang tidak baik dimakan manusia,2002,0,0,71,6
454,Gorontalo,Sulawesi,tepung ikan yang tidak baik dimakan manusia,2002,311.2,224.175,75,6
455,Sulawesi Tengah,Sulawesi,tepung ikan yang tidak baik dimakan manusia,2002,0,0,72,6
456,Sulawesi Selatan,Sulawesi,tepung ikan yang tidak baik dimakan manusia,2002,0,0,73,6
457,Sulawesi Barat,Sulawesi,tepung ikan yang tidak baik dimakan manusia,2002,0,0,76,6
458,Sulawesi Tenggara,Sulawesi,tepung ikan yang tidak baik dimakan manusia,2002,0,0,74,6
459,Maluku,Maluku - Papua,tepung ikan yang tidak baik dimakan manusia,2002,0,0,81,6
460,Maluku Utara,Maluku - Papua,tepung ikan yang tidak baik dimakan manusia,2002,0,0,82,6
461,Papua Barat,Maluku - Papua,tepung ikan yang tidak baik dimakan manusia,2002,0,0,91,6
462,Papua,Maluku - Papua,tepung ikan yang tidak baik dimakan manusia,2002,311.2,224.175,94,6
463,Aceh,Sumatera,tepung ikan yang tidak baik dimakan manusia,2003,0,0,11,6
464,Sumatera Utara,Sumatera,tepung ikan yang tidak baik dimakan manusia,2003,8617.785,5052.995,12,6
465,Sumatera Barat,Sumatera,tepung ikan yang tidak baik dimakan manusia,2003,0,0,13,6
466,Riau,Sumatera,tepung ikan yang tidak baik dimakan manusia,2003,254,1585.276,14,6
467,Kepulauan Riau,Sumatera,tepung ikan yang tidak baik dimakan manusia,2003,0,0,21,6
468,Jambi,Sumatera,tepung ikan yang tidak baik dimakan manusia,2003,0,0,15,6
469,Sumatera Selatan,Sumatera,tepung ikan yang tidak baik dimakan manusia,2003,0.269,20.52,16,6
470,Kepulauan Bangka Belitung,Sumatera,tepung ikan yang tidak baik dimakan manusia,2003,37514.21,22053.478,19,6
471,Bengkulu,Sumatera,tepung ikan yang tidak baik dimakan manusia,2003,0,0,17,6
472,Lampung,Sumatera,tepung ikan yang tidak baik dimakan manusia,2003,0,0,18,6
473,Banten,Jawa,tepung ikan yang tidak baik dimakan manusia,2003,0,0,36,6
474,DKI Jakarta,Jawa,tepung ikan yang tidak baik dimakan manusia,2003,28067,16438.593,31,6
475,Jawa Barat,Jawa,tepung ikan yang tidak baik dimakan manusia,2003,0,0,32,6
476,Jawa Tengah,Jawa,tepung ikan yang tidak baik dimakan manusia,2003,80,32.8,33,6
477,DI Yogyakarta,Jawa,tepung ikan yang tidak baik dimakan manusia,2003,0,0,34,6
478,Jawa Timur,Jawa,tepung ikan yang tidak baik dimakan manusia,2003,0,5582.085,35,6
479,Bali,Bali - Nusa Tenggara,tepung ikan yang tidak baik dimakan manusia,2003,0,0,51,6
480,Nusa Tenggara Barat,Bali - Nusa Tenggara,tepung ikan yang tidak baik dimakan manusia,2003,0,0,52,6
481,Nusa Tenggara Timur,Bali - Nusa Tenggara,tepung ikan yang tidak baik dimakan manusia,2003,0,0,53,6
482,Kalimantan Barat,Kalimantan,tepung ikan yang tidak baik dimakan manusia,2003,0,0,61,6
483,Kalimantan Tengah,Kalimantan,tepung ikan yang tidak baik dimakan manusia,2003,0,0,62,6
484,Kalimantan Selatan,Kalimantan,tepung ikan yang tidak baik dimakan manusia,2003,0,0,63,6
485,Kalimantan Timur,Kalimantan,tepung ikan yang tidak baik dimakan manusia,2003,0,0,64,6
486,Sulawesi Utara,Sulawesi,tepung ikan yang tidak baik dimakan manusia,2003,0,0,71,6
487,Gorontalo,Sulawesi,tepung ikan yang tidak baik dimakan manusia,2003,0,0,75,6
488,Sulawesi Tengah,Sulawesi,tepung ikan yang tidak baik dimakan manusia,2003,0,0,72,6
489,Sulawesi Selatan,Sulawesi,tepung ikan yang tidak baik dimakan manusia,2003,0,0,73,6
490,Sulawesi Barat,Sulawesi,tepung ikan yang tidak baik dimakan manusia,2003,0,0,76,6
491,Sulawesi Tenggara,Sulawesi,tepung ikan yang tidak baik dimakan manusia,2003,0,0,74,6
492,Maluku,Maluku - Papua,tepung ikan yang tidak baik dimakan manusia,2003,0,0,81,6
493,Maluku Utara,Maluku - Papua,tepung ikan yang tidak baik dimakan manusia,2003,0,0,82,6
494,Papua Barat,Maluku - Papua,tepung ikan yang tidak baik dimakan manusia,2003,0,0,91,6
495,Papua,Maluku - Papua,tepung ikan yang tidak baik dimakan manusia,2003,0,0,94,6
496,Aceh,Sumatera,tepung ikan yang tidak baik dimakan manusia,2004,0,0,11,6
497,Sumatera Utara,Sumatera,tepung ikan yang tidak baik dimakan manusia,2004,10835.812,7111.882,12,6
498,Sumatera Barat,Sumatera,tepung ikan yang tidak baik dimakan manusia,2004,0,0,13,6
499,Riau,Sumatera,tepung ikan yang tidak baik dimakan manusia,2004,0,0,14,6
500,Kepulauan Riau,Sumatera,tepung ikan yang tidak baik dimakan manusia,2004,0,0,21,6
501,Jambi,Sumatera,tepung ikan yang tidak baik dimakan manusia,2004,0,0,15,6
502,Sumatera Selatan,Sumatera,tepung ikan yang tidak baik dimakan manusia,2004,0,0,16,6
503,Kepulauan Bangka Belitung,Sumatera,tepung ikan yang tidak baik dimakan manusia,2004,0,0,19,6
504,Bengkulu,Sumatera,tepung ikan yang tidak baik dimakan manusia,2004,0,0,17,6
505,Lampung,Sumatera,tepung ikan yang tidak baik dimakan manusia,2004,7799.98,5141.19,18,6
506,Banten,Jawa,tepung ikan yang tidak baik dimakan manusia,2004,0,0,36,6
507,DKI Jakarta,Jawa,tepung ikan yang tidak baik dimakan manusia,2004,35043.364,22427.492,31,6
508,Jawa Barat,Jawa,tepung ikan yang tidak baik dimakan manusia,2004,0,0,32,6
509,Jawa Tengah,Jawa,tepung ikan yang tidak baik dimakan manusia,2004,100,53.2,33,6
510,DI Yogyakarta,Jawa,tepung ikan yang tidak baik dimakan manusia,2004,0,0,34,6
511,Jawa Timur,Jawa,tepung ikan yang tidak baik dimakan manusia,2004,15374.257,9840.856,35,6
512,Bali,Bali - Nusa Tenggara,tepung ikan yang tidak baik dimakan manusia,2004,0,0,51,6
513,Nusa Tenggara Barat,Bali - Nusa Tenggara,tepung ikan yang tidak baik dimakan manusia,2004,0,0,52,6
514,Nusa Tenggara Timur,Bali - Nusa Tenggara,tepung ikan yang tidak baik dimakan manusia,2004,0,0,53,6
515,Kalimantan Barat,Kalimantan,tepung ikan yang tidak baik dimakan manusia,2004,0,0,61,6
516,Kalimantan Tengah,Kalimantan,tepung ikan yang tidak baik dimakan manusia,2004,0,0,62,6
517,Kalimantan Selatan,Kalimantan,tepung ikan yang tidak baik dimakan manusia,2004,0,0,63,6
518,Kalimantan Timur,Kalimantan,tepung ikan yang tidak baik dimakan manusia,2004,105.8,81.254,64,6
519,Sulawesi Utara,Sulawesi,tepung ikan yang tidak baik dimakan manusia,2004,0,0,71,6
520,Gorontalo,Sulawesi,tepung ikan yang tidak baik dimakan manusia,2004,0,0,75,6
521,Sulawesi Tengah,Sulawesi,tepung ikan yang tidak baik dimakan manusia,2004,0,0,72,6
522,Sulawesi Selatan,Sulawesi,tepung ikan yang tidak baik dimakan manusia,2004,0,0,73,6
523,Sulawesi Barat,Sulawesi,tepung ikan yang tidak baik dimakan manusia,2004,0,0,76,6
524,Sulawesi Tenggara,Sulawesi,tepung ikan yang tidak baik dimakan manusia,2004,0,0,74,6
525,Maluku,Maluku - Papua,tepung ikan yang tidak baik dimakan manusia,2004,0,0,81,6
526,Maluku Utara,Maluku - Papua,tepung ikan yang tidak baik dimakan manusia,2004,0,0,82,6
527,Papua Barat,Maluku - Papua,tepung ikan yang tidak baik dimakan manusia,2004,0,0,91,6
528,Papua,Maluku - Papua,tepung ikan yang tidak baik dimakan manusia,2004,0,0,94,6
529,Aceh,Sumatera,tepung ikan yang tidak baik dimakan manusia,2005,0,0,11,6
530,Sumatera Utara,Sumatera,tepung ikan yang tidak baik dimakan manusia,2005,13465.539,8887.132,12,6
531,Sumatera Barat,Sumatera,tepung ikan yang tidak baik dimakan manusia,2005,0,0,13,6
532,Riau,Sumatera,tepung ikan yang tidak baik dimakan manusia,2005,10,8.16,14,6
533,Kepulauan Riau,Sumatera,tepung ikan yang tidak baik dimakan manusia,2005,0,0,21,6
534,Jambi,Sumatera,tepung ikan yang tidak baik dimakan manusia,2005,0,0,15,6
535,Sumatera Selatan,Sumatera,tepung ikan yang tidak baik dimakan manusia,2005,0,0,16,6
536,Kepulauan Bangka Belitung,Sumatera,tepung ikan yang tidak baik dimakan manusia,2005,0,0,19,6
537,Bengkulu,Sumatera,tepung ikan yang tidak baik dimakan manusia,2005,0,0,17,6
538,Lampung,Sumatera,tepung ikan yang tidak baik dimakan manusia,2005,10362.75,6877.239,18,6
539,Banten,Jawa,tepung ikan yang tidak baik dimakan manusia,2005,0,0,36,6
540,DKI Jakarta,Jawa,tepung ikan yang tidak baik dimakan manusia,2005,36237.246,24174.191,31,6
541,Jawa Barat,Jawa,tepung ikan yang tidak baik dimakan manusia,2005,6.443,4.767,32,6
542,Jawa Tengah,Jawa,tepung ikan yang tidak baik dimakan manusia,2005,0,0,33,6
543,DI Yogyakarta,Jawa,tepung ikan yang tidak baik dimakan manusia,2005,0,0,34,6
544,Jawa Timur,Jawa,tepung ikan yang tidak baik dimakan manusia,2005,22705.598,15001.145,35,6
545,Bali,Bali - Nusa Tenggara,tepung ikan yang tidak baik dimakan manusia,2005,0.001,0.019,51,6
546,Nusa Tenggara Barat,Bali - Nusa Tenggara,tepung ikan yang tidak baik dimakan manusia,2005,0,0,52,6
547,Nusa Tenggara Timur,Bali - Nusa Tenggara,tepung ikan yang tidak baik dimakan manusia,2005,0,0,53,6
548,Kalimantan Barat,Kalimantan,tepung ikan yang tidak baik dimakan manusia,2005,0,0,61,6
549,Kalimantan Tengah,Kalimantan,tepung ikan yang tidak baik dimakan manusia,2005,0,0,62,6
550,Kalimantan Selatan,Kalimantan,tepung ikan yang tidak baik dimakan manusia,2005,0,0,63,6
551,Kalimantan Timur,Kalimantan,tepung ikan yang tidak baik dimakan manusia,2005,0,0,64,6
552,Sulawesi Utara,Sulawesi,tepung ikan yang tidak baik dimakan manusia,2005,0,0,71,6
553,Gorontalo,Sulawesi,tepung ikan yang tidak baik dimakan manusia,2005,0,0,75,6
554,Sulawesi Tengah,Sulawesi,tepung ikan yang tidak baik dimakan manusia,2005,0,0,72,6
555,Sulawesi Selatan,Sulawesi,tepung ikan yang tidak baik dimakan manusia,2005,0,0,73,6
556,Sulawesi Barat,Sulawesi,tepung ikan yang tidak baik dimakan manusia,2005,0,0,76,6
557,Sulawesi Tenggara,Sulawesi,tepung ikan yang tidak baik dimakan manusia,2005,0,0,74,6
558,Maluku,Maluku - Papua,tepung ikan yang tidak baik dimakan manusia,2005,0,0,81,6
559,Maluku Utara,Maluku - Papua,tepung ikan yang tidak baik dimakan manusia,2005,0,0,82,6
560,Papua Barat,Maluku - Papua,tepung ikan yang tidak baik dimakan manusia,2005,0,0,91,6
561,Papua,Maluku - Papua,tepung ikan yang tidak baik dimakan manusia,2005,0,0,94,6
562,Aceh,Sumatera,tepung ikan yang tidak baik dimakan manusia,2006,0,0,11,6
563,Sumatera Utara,Sumatera,tepung ikan yang tidak baik dimakan manusia,2006,13717.555,12012.464,12,6
564,Sumatera Barat,Sumatera,tepung ikan yang tidak baik dimakan manusia,2006,0,0,13,6
565,Riau,Sumatera,tepung ikan yang tidak baik dimakan manusia,2006,0.722,1.295,14,6
566,Kepulauan Riau,Sumatera,tepung ikan yang tidak baik dimakan manusia,2006,0,0,21,6
567,Jambi,Sumatera,tepung ikan yang tidak baik dimakan manusia,2006,0,0,15,6
568,Sumatera Selatan,Sumatera,tepung ikan yang tidak baik dimakan manusia,2006,0,0,16,6
569,Kepulauan Bangka Belitung,Sumatera,tepung ikan yang tidak baik dimakan manusia,2006,0,0,19,6
570,Bengkulu,Sumatera,tepung ikan yang tidak baik dimakan manusia,2006,0,0,17,6
571,Lampung,Sumatera,tepung ikan yang tidak baik dimakan manusia,2006,10424.23,8767.263,18,6
572,Banten,Jawa,tepung ikan yang tidak baik dimakan manusia,2006,0,0,36,6
573,DKI Jakarta,Jawa,tepung ikan yang tidak baik dimakan manusia,2006,40578.513,35945.26,31,6
574,Jawa Barat,Jawa,tepung ikan yang tidak baik dimakan manusia,2006,0,0,32,6
575,Jawa Tengah,Jawa,tepung ikan yang tidak baik dimakan manusia,2006,0,0,33,6
576,DI Yogyakarta,Jawa,tepung ikan yang tidak baik dimakan manusia,2006,0,0,34,6
577,Jawa Timur,Jawa,tepung ikan yang tidak baik dimakan manusia,2006,24130.633,19800.388,35,6
578,Bali,Bali - Nusa Tenggara,tepung ikan yang tidak baik dimakan manusia,2006,0,0,51,6
579,Nusa Tenggara Barat,Bali - Nusa Tenggara,tepung ikan yang tidak baik dimakan manusia,2006,0,0,52,6
580,Nusa Tenggara Timur,Bali - Nusa Tenggara,tepung ikan yang tidak baik dimakan manusia,2006,0,0,53,6
581,Kalimantan Barat,Kalimantan,tepung ikan yang tidak baik dimakan manusia,2006,0,0,61,6
582,Kalimantan Tengah,Kalimantan,tepung ikan yang tidak baik dimakan manusia,2006,0,0,62,6
583,Kalimantan Selatan,Kalimantan,tepung ikan yang tidak baik dimakan manusia,2006,0,0,63,6
584,Kalimantan Timur,Kalimantan,tepung ikan yang tidak baik dimakan manusia,2006,0.001,0.549,64,6
585,Sulawesi Utara,Sulawesi,tepung ikan yang tidak baik dimakan manusia,2006,0,0,71,6
586,Gorontalo,Sulawesi,tepung ikan yang tidak baik dimakan manusia,2006,0,0,75,6
587,Sulawesi Tengah,Sulawesi,tepung ikan yang tidak baik dimakan manusia,2006,0,0,72,6
588,Sulawesi Selatan,Sulawesi,tepung ikan yang tidak baik dimakan manusia,2006,0,0,73,6
589,Sulawesi Barat,Sulawesi,tepung ikan yang tidak baik dimakan manusia,2006,0,0,76,6
590,Sulawesi Tenggara,Sulawesi,tepung ikan yang tidak baik dimakan manusia,2006,0,0,74,6
591,Maluku,Maluku - Papua,tepung ikan yang tidak baik dimakan manusia,2006,0,0,81,6
592,Maluku Utara,Maluku - Papua,tepung ikan yang tidak baik dimakan manusia,2006,0,0,82,6
593,Papua Barat,Maluku - Papua,tepung ikan yang tidak baik dimakan manusia,2006,0,0,91,6
594,Papua,Maluku - Papua,tepung ikan yang tidak baik dimakan manusia,2006,0,0,94,6
595,Aceh,Sumatera,tepung ikan yang tidak baik dimakan manusia,2007,0,0,11,6
596,Sumatera Utara,Sumatera,tepung ikan yang tidak baik dimakan manusia,2007,9474.38,8106.634,12,6
597,Sumatera Barat,Sumatera,tepung ikan yang tidak baik dimakan manusia,2007,0,0,13,6
598,Riau,Sumatera,tepung ikan yang tidak baik dimakan manusia,2007,0,0,14,6
599,Kepulauan Riau,Sumatera,tepung ikan yang tidak baik dimakan manusia,2007,0,0,21,6
600,Jambi,Sumatera,tepung ikan yang tidak baik dimakan manusia,2007,0,0,15,6
601,Sumatera Selatan,Sumatera,tepung ikan yang tidak baik dimakan manusia,2007,0,0,16,6
602,Kepulauan Bangka Belitung,Sumatera,tepung ikan yang tidak baik dimakan manusia,2007,0,0,19,6
603,Bengkulu,Sumatera,tepung ikan yang tidak baik dimakan manusia,2007,0,0,17,6
604,Lampung,Sumatera,tepung ikan yang tidak baik dimakan manusia,2007,7838.317,6378.702,18,6
605,Banten,Jawa,tepung ikan yang tidak baik dimakan manusia,2007,0,0,36,6
606,DKI Jakarta,Jawa,tepung ikan yang tidak baik dimakan manusia,2007,24278.498,23057.903,31,6
607,Jawa Barat,Jawa,tepung ikan yang tidak baik dimakan manusia,2007,0,0,32,6
608,Jawa Tengah,Jawa,tepung ikan yang tidak baik dimakan manusia,2007,0,0,33,6
609,DI Yogyakarta,Jawa,tepung ikan yang tidak baik dimakan manusia,2007,0,0,34,6
610,Jawa Timur,Jawa,tepung ikan yang tidak baik dimakan manusia,2007,14093.782,12379.735,35,6
611,Bali,Bali - Nusa Tenggara,tepung ikan yang tidak baik dimakan manusia,2007,0,0,51,6
612,Nusa Tenggara Barat,Bali - Nusa Tenggara,tepung ikan yang tidak baik dimakan manusia,2007,0,0,52,6
613,Nusa Tenggara Timur,Bali - Nusa Tenggara,tepung ikan yang tidak baik dimakan manusia,2007,0,0,53,6
614,Kalimantan Barat,Kalimantan,tepung ikan yang tidak baik dimakan manusia,2007,0,0,61,6
