ID,NamaProvinsi,Wilayah,NamaKomoditi,Tahun,Volume,Nilai,ProvinsiID,KomoditiID
615,Kalimantan Tengah,Kalimantan,tepung ikan yang tidak baik dimakan manusia,2007,0,0,62,6
616,Kalimantan Selatan,Kalimantan,tepung ikan yang tidak baik dimakan manusia,2007,0,0,63,6
617,Kalimantan Timur,Kalimantan,tepung ikan yang tidak baik dimakan manusia,2007,0,0,64,6
618,Sulawesi Utara,Sulawesi,tepung ikan yang tidak baik dimakan manusia,2007,0,0,71,6
619,Gorontalo,Sulawesi,tepung ikan yang tidak baik dimakan manusia,2007,0,0,75,6
620,Sulawesi Tengah,Sulawesi,tepung ikan yang tidak baik dimakan manusia,2007,0,0,72,6
621,Sulawesi Selatan,Sulawesi,tepung ikan yang tidak baik dimakan manusia,2007,0,0,73,6
622,Sulawesi Barat,Sulawesi,tepung ikan yang tidak baik dimakan manusia,2007,0,0,76,6
623,Sulawesi Tenggara,Sulawesi,tepung ikan yang tidak baik dimakan manusia,2007,0,0,74,6
624,Maluku,Maluku - Papua,tepung ikan yang tidak baik dimakan manusia,2007,0,0,81,6
625,Maluku Utara,Maluku - Papua,tepung ikan yang tidak baik dimakan manusia,2007,0,0,82,6
626,Papua Barat,Maluku - Papua,tepung ikan yang tidak baik dimakan manusia,2007,0,0,91,6
627,Papua,Maluku - Papua,tepung ikan yang tidak baik dimakan manusia,2007,0,0,94,6
628,Aceh,Sumatera,tepung ikan yang tidak baik dimakan manusia,2008,0,0,11,6
629,Sumatera Utara,Sumatera,tepung ikan yang tidak baik dimakan manusia,2008,2473.426,1749.685,12,6
630,Sumatera Barat,Sumatera,tepung ikan yang tidak baik dimakan manusia,2008,0,0,13,6
631,Riau,Sumatera,tepung ikan yang tidak baik dimakan manusia,2008,0,0,14,6
632,Kepulauan Riau,Sumatera,tepung ikan yang tidak baik dimakan manusia,2008,0,0,21,6
633,Jambi,Sumatera,tepung ikan yang tidak baik dimakan manusia,2008,0,0,15,6
634,Sumatera Selatan,Sumatera,tepung ikan yang tidak baik dimakan manusia,2008,0,0,16,6
635,Kepulauan Bangka Belitung,Sumatera,tepung ikan yang tidak baik dimakan manusia,2008,0,0,19,6
636,Bengkulu,Sumatera,tepung ikan yang tidak baik dimakan manusia,2008,0,0,17,6
637,Lampung,Sumatera,tepung ikan yang tidak baik dimakan manusia,2008,0,0,18,6
638,Banten,Jawa,tepung ikan yang tidak baik dimakan manusia,2008,0,0,36,6
639,DKI Jakarta,Jawa,tepung ikan yang tidak baik dimakan manusia,2008,36041.675,24171.161,31,6
640,Jawa Barat,Jawa,tepung ikan yang tidak baik dimakan manusia,2008,0,0,32,6
641,Jawa Tengah,Jawa,tepung ikan yang tidak baik dimakan manusia,2008,653.827,444.375,33,6
642,DI Yogyakarta,Jawa,tepung ikan yang tidak baik dimakan manusia,2008,0,0,34,6
643,Jawa Timur,Jawa,tepung ikan yang tidak baik dimakan manusia,2008,29104.41,18016.108,35,6
644,Bali,Bali - Nusa Tenggara,tepung ikan yang tidak baik dimakan manusia,2008,0,0,51,6
645,Nusa Tenggara Barat,Bali - Nusa Tenggara,tepung ikan yang tidak baik dimakan manusia,2008,0,0,52,6
646,Nusa Tenggara Timur,Bali - Nusa Tenggara,tepung ikan yang tidak baik dimakan manusia,2008,0,0,53,6
647,Kalimantan Barat,Kalimantan,tepung ikan yang tidak baik dimakan manusia,2008,0,0,61,6
648,Kalimantan Tengah,Kalimantan,tepung ikan yang tidak baik dimakan manusia,2008,0,0,62,6
649,Kalimantan Selatan,Kalimantan,tepung ikan yang tidak baik dimakan manusia,2008,0,0,63,6
650,Kalimantan Timur,Kalimantan,tepung ikan yang tidak baik dimakan manusia,2008,0,0,64,6
651,Sulawesi Utara,Sulawesi,tepung ikan yang tidak baik dimakan manusia,2008,0,0,71,6
652,Gorontalo,Sulawesi,tepung ikan yang tidak baik dimakan manusia,2008,0,0,75,6
653,Sulawesi Tengah,Sulawesi,tepung ikan yang tidak baik dimakan manusia,2008,0,0,72,6
654,Sulawesi Selatan,Sulawesi,tepung ikan yang tidak baik dimakan manusia,2008,0,0,73,6
655,Sulawesi Barat,Sulawesi,tepung ikan yang tidak baik dimakan manusia,2008,0,0,76,6
656,Sulawesi Tenggara,Sulawesi,tepung ikan yang tidak baik dimakan manusia,2008,0,0,74,6
657,Maluku,Maluku - Papua,tepung ikan yang tidak baik dimakan manusia,2008,0,0,81,6
658,Maluku Utara,Maluku - Papua,tepung ikan yang tidak baik dimakan manusia,2008,0,0,82,6
659,Papua Barat,Maluku - Papua,tepung ikan yang tidak baik dimakan manusia,2008,0,0,91,6
660,Papua,Maluku - Papua,tepung ikan yang tidak baik dimakan manusia,2008,0.665,2.539,94,6
661,Aceh,Sumatera,tepung ikan yang tidak baik dimakan manusia,2009,0,0,11,6
662,Sumatera Utara,Sumatera,tepung ikan yang tidak baik dimakan manusia,2009,1093.019,808.311,12,6
663,Sumatera Barat,Sumatera,tepung ikan yang tidak baik dimakan manusia,2009,0,0,13,6
664,Riau,Sumatera,tepung ikan yang tidak baik dimakan manusia,2009,0,0,14,6
665,Kepulauan Riau,Sumatera,tepung ikan yang tidak baik dimakan manusia,2009,0,0,21,6
666,Jambi,Sumatera,tepung ikan yang tidak baik dimakan manusia,2009,0,0,15,6
667,Sumatera Selatan,Sumatera,tepung ikan yang tidak baik dimakan manusia,2009,0,0,16,6
668,Kepulauan Bangka Belitung,Sumatera,tepung ikan yang tidak baik dimakan manusia,2009,0,0,19,6
669,Bengkulu,Sumatera,tepung ikan yang tidak baik dimakan manusia,2009,0,0,17,6
670,Lampung,Sumatera,tepung ikan yang tidak baik dimakan manusia,2009,0,0,18,6
671,Banten,Jawa,tepung ikan yang tidak baik dimakan manusia,2009,0,0,36,6
672,DKI Jakarta,Jawa,tepung ikan yang tidak baik dimakan manusia,2009,29373.717,19296.643,31,6
673,Jawa Barat,Jawa,tepung ikan yang tidak baik dimakan manusia,2009,0,0,32,6
674,Jawa Tengah,Jawa,tepung ikan yang tidak baik dimakan manusia,2009,179.35,92.167,33,6
675,DI Yogyakarta,Jawa,tepung ikan yang tidak baik dimakan manusia,2009,0,0,34,6
676,Jawa Timur,Jawa,tepung ikan yang tidak baik dimakan manusia,2009,34455.792,19474.291,35,6
677,Bali,Bali - Nusa Tenggara,tepung ikan yang tidak baik dimakan manusia,2009,0,0,51,6
678,Nusa Tenggara Barat,Bali - Nusa Tenggara,tepung ikan yang tidak baik dimakan manusia,2009,498.75,272.916,52,6
679,Nusa Tenggara Timur,Bali - Nusa Tenggara,tepung ikan yang tidak baik dimakan manusia,2009,0,0,53,6
680,Kalimantan Barat,Kalimantan,tepung ikan yang tidak baik dimakan manusia,2009,0,0,61,6
681,Kalimantan Tengah,Kalimantan,tepung ikan yang tidak baik dimakan manusia,2009,0,0,62,6
682,Kalimantan Selatan,Kalimantan,tepung ikan yang tidak baik dimakan manusia,2009,0,0,63,6
683,Kalimantan Timur,Kalimantan,tepung ikan yang tidak baik dimakan manusia,2009,0,0,64,6
684,Sulawesi Utara,Sulawesi,tepung ikan yang tidak baik dimakan manusia,2009,0,0,71,6
685,Gorontalo,Sulawesi,tepung ikan yang tidak baik dimakan manusia,2009,0,0,75,6
686,Sulawesi Tengah,Sulawesi,tepung ikan yang tidak baik dimakan manusia,2009,0,0,72,6
687,Sulawesi Selatan,Sulawesi,tepung ikan yang tidak baik dimakan manusia,2009,0,0,73,6
688,Sulawesi Barat,Sulawesi,tepung ikan yang tidak baik dimakan manusia,2009,0,0,76,6
689,Sulawesi Tenggara,Sulawesi,tepung ikan yang tidak baik dimakan manusia,2009,0,0,74,6
690,Maluku,Maluku - Papua,tepung ikan yang tidak baik dimakan manusia,2009,0,0,81,6
691,Maluku Utara,Maluku - Papua,tepung ikan yang tidak baik dimakan manusia,2009,0,0,82,6
692,Papua Barat,Maluku - Papua,tepung ikan yang tidak baik dimakan manusia,2009,0,0,91,6
693,Papua,Maluku - Papua,tepung ikan yang tidak baik dimakan manusia,2009,0.003,0.214,94,6
694,Aceh,Sumatera,tepung ikan yang tidak baik dimakan manusia,2010,0,0,11,6
695,Sumatera Utara,Sumatera,tepung ikan yang tidak baik dimakan manusia,2010,2321.688,1748.178,12,6
696,Sumatera Barat,Sumatera,tepung ikan yang tidak baik dimakan manusia,2010,0,0,13,6
697,Riau,Sumatera,tepung ikan yang tidak baik dimakan manusia,2010,0.015,0.425,14,6
698,Kepulauan Riau,Sumatera,tepung ikan yang tidak baik dimakan manusia,2010,0.252,4.411,21,6
699,Jambi,Sumatera,tepung ikan yang tidak baik dimakan manusia,2010,0,0,15,6
700,Sumatera Selatan,Sumatera,tepung ikan yang tidak baik dimakan manusia,2010,0,0,16,6
701,Kepulauan Bangka Belitung,Sumatera,tepung ikan yang tidak baik dimakan manusia,2010,0,0,19,6
702,Bengkulu,Sumatera,tepung ikan yang tidak baik dimakan manusia,2010,0,0,17,6
703,Lampung,Sumatera,tepung ikan yang tidak baik dimakan manusia,2010,0,0,18,6
704,Banten,Jawa,tepung ikan yang tidak baik dimakan manusia,2010,0,0,36,6
705,DKI Jakarta,Jawa,tepung ikan yang tidak baik dimakan manusia,2010,25970.106,19274.012,31,6
706,Jawa Barat,Jawa,tepung ikan yang tidak baik dimakan manusia,2010,0,0,32,6
707,Jawa Tengah,Jawa,tepung ikan yang tidak baik dimakan manusia,2010,149,82.972,33,6
708,DI Yogyakarta,Jawa,tepung ikan yang tidak baik dimakan manusia,2010,0,0,34,6
709,Jawa Timur,Jawa,tepung ikan yang tidak baik dimakan manusia,2010,26626.758,14937.237,35,6
710,Bali,Bali - Nusa Tenggara,tepung ikan yang tidak baik dimakan manusia,2010,0,0,51,6
711,Nusa Tenggara Barat,Bali - Nusa Tenggara,tepung ikan yang tidak baik dimakan manusia,2010,0,0,52,6
712,Nusa Tenggara Timur,Bali - Nusa Tenggara,tepung ikan yang tidak baik dimakan manusia,2010,0,0,53,6
713,Kalimantan Barat,Kalimantan,tepung ikan yang tidak baik dimakan manusia,2010,0,0,61,6
714,Kalimantan Tengah,Kalimantan,tepung ikan yang tidak baik dimakan manusia,2010,0,0,62,6
715,Kalimantan Selatan,Kalimantan,tepung ikan yang tidak baik dimakan manusia,2010,0,0,63,6
716,Kalimantan Timur,Kalimantan,tepung ikan yang tidak baik dimakan manusia,2010,0,0,64,6
717,Sulawesi Utara,Sulawesi,tepung ikan yang tidak baik dimakan manusia,2010,0,0,71,6
718,Gorontalo,Sulawesi,tepung ikan yang tidak baik dimakan manusia,2010,0,0,75,6
719,Sulawesi Tengah,Sulawesi,tepung ikan yang tidak baik dimakan manusia,2010,0,0,72,6
720,Sulawesi Selatan,Sulawesi,tepung ikan yang tidak baik dimakan manusia,2010,0,0,73,6
721,Sulawesi Barat,Sulawesi,tepung ikan yang tidak baik dimakan manusia,2010,0,0,76,6
722,Sulawesi Tenggara,Sulawesi,tepung ikan yang tidak baik dimakan manusia,2010,0,0,74,6
723,Maluku,Maluku - Papua,tepung ikan yang tidak baik dimakan manusia,2010,0,0,81,6
724,Maluku Utara,Maluku - Papua,tepung ikan yang tidak baik dimakan manusia,2010,0,0,82,6
725,Papua Barat,Maluku - Papua,tepung ikan yang tidak baik dimakan manusia,2010,0,0,91,6
726,Papua,Maluku - Papua,tepung ikan yang tidak baik dimakan manusia,2010,0,0,94,6
727,Aceh,Sumatera,tepung ikan yang tidak baik dimakan manusia,2011,0,0,11,6
728,Sumatera Utara,Sumatera,tepung ikan yang tidak baik dimakan manusia,2011,2661.745,2314.147,12,6
729,Sumatera Barat,Sumatera,tepung ikan yang tidak baik dimakan manusia,2011,0,0,13,6
730,Riau,Sumatera,tepung ikan yang tidak baik dimakan manusia,2011,0,0,14,6
731,Kepulauan Riau,Sumatera,tepung ikan yang tidak baik dimakan manusia,2011,0.975,17.147,21,6
732,Jambi,Sumatera,tepung ikan yang tidak baik dimakan manusia,2011,0,0,15,6
733,Sumatera Selatan,Sumatera,tepung ikan yang tidak baik dimakan manusia,2011,0,0,16,6
734,Kepulauan Bangka Belitung,Sumatera,tepung ikan yang tidak baik dimakan manusia,2011,0,0,19,6
735,Bengkulu,Sumatera,tepung ikan yang tidak baik dimakan manusia,2011,0,0,17,6
736,Lampung,Sumatera,tepung ikan yang tidak baik dimakan manusia,2011,0,0,18,6
737,Banten,Jawa,tepung ikan yang tidak baik dimakan manusia,2011,0,0,36,6
738,DKI Jakarta,Jawa,tepung ikan yang tidak baik dimakan manusia,2011,26113.404,20251.514,31,6
739,Jawa Barat,Jawa,tepung ikan yang tidak baik dimakan manusia,2011,0,0,32,6
740,Jawa Tengah,Jawa,tepung ikan yang tidak baik dimakan manusia,2011,181.58,109.454,33,6
741,DI Yogyakarta,Jawa,tepung ikan yang tidak baik dimakan manusia,2011,0,0,34,6
742,Jawa Timur,Jawa,tepung ikan yang tidak baik dimakan manusia,2011,34506.972,21692.412,35,6
743,Bali,Bali - Nusa Tenggara,tepung ikan yang tidak baik dimakan manusia,2011,0,0,51,6
744,Nusa Tenggara Barat,Bali - Nusa Tenggara,tepung ikan yang tidak baik dimakan manusia,2011,0,0,52,6
745,Nusa Tenggara Timur,Bali - Nusa Tenggara,tepung ikan yang tidak baik dimakan manusia,2011,0,0,53,6
746,Kalimantan Barat,Kalimantan,tepung ikan yang tidak baik dimakan manusia,2011,0,0,61,6
747,Kalimantan Tengah,Kalimantan,tepung ikan yang tidak baik dimakan manusia,2011,0.002,0.014,62,6
748,Kalimantan Selatan,Kalimantan,tepung ikan yang tidak baik dimakan manusia,2011,0,0,63,6
749,Kalimantan Timur,Kalimantan,tepung ikan yang tidak baik dimakan manusia,2011,0.008,0.111,64,6
750,Sulawesi Utara,Sulawesi,tepung ikan yang tidak baik dimakan manusia,2011,0,0,71,6
751,Gorontalo,Sulawesi,tepung ikan yang tidak baik dimakan manusia,2011,0,0,75,6
752,Sulawesi Tengah,Sulawesi,tepung ikan yang tidak baik dimakan manusia,2011,0,0,72,6
753,Sulawesi Selatan,Sulawesi,tepung ikan yang tidak baik dimakan manusia,2011,0,0,73,6
754,Sulawesi Barat,Sulawesi,tepung ikan yang tidak baik dimakan manusia,2011,0,0,76,6
755,Sulawesi Tenggara,Sulawesi,tepung ikan yang tidak baik dimakan manusia,2011,0,0,74,6
756,Maluku,Maluku - Papua,tepung ikan yang tidak baik dimakan manusia,2011,0,0,81,6
757,Maluku Utara,Maluku - Papua,tepung ikan yang tidak baik dimakan manusia,2011,0,0,82,6
758,Papua Barat,Maluku - Papua,tepung ikan yang tidak baik dimakan manusia,2011,0,0,91,6
759,Papua,Maluku - Papua,tepung ikan yang tidak baik dimakan manusia,2011,0,0,94,6
760,Aceh,Sumatera,ikan segar/beku,2001,0.25,0.954,11,7
761,Sumatera Utara,Sumatera,ikan segar/beku,2001,482.943,91.916,12,7
762,Sumatera Barat,Sumatera,ikan segar/beku,2001,0,0,13,7
763,Riau,Sumatera,ikan segar/beku,2001,145.725,51.367,14,7
764,Jambi,Sumatera,ikan segar/beku,2001,0,0,15,7
765,Sumatera Selatan,Sumatera,ikan segar/beku,2001,0.629,0.111,16,7
766,Bengkulu,Sumatera,ikan segar/beku,2001,0,0,17,7
767,Lampung,Sumatera,ikan segar/beku,2001,0,0,18,7
768,Kepulauan Bangka Belitung,Sumatera,ikan segar/beku,2001,12121.082,10469.796,19,7
769,Kepulauan Riau,Sumatera,ikan segar/beku,2001,0,0,21,7
770,DKI Jakarta,Jawa,ikan segar/beku,2001,8642.053,8671.125,31,7
771,Jawa Barat,Jawa,ikan segar/beku,2001,0,0,32,7
772,Jawa Tengah,Jawa,ikan segar/beku,2001,1051.646,295.533,33,7
773,DI Yogyakarta,Jawa,ikan segar/beku,2001,0,0,34,7
774,Jawa Timur,Jawa,ikan segar/beku,2001,0,0,35,7
775,Banten,Jawa,ikan segar/beku,2001,92.454,81.17,36,7
776,Bali,Bali - Nusa Tenggara,ikan segar/beku,2001,92.454,81.17,51,7
777,Nusa Tenggara Barat,Bali - Nusa Tenggara,ikan segar/beku,2001,0,0,52,7
778,Nusa Tenggara Timur,Bali - Nusa Tenggara,ikan segar/beku,2001,0,0,53,7
779,Kalimantan Barat,Kalimantan,ikan segar/beku,2001,0,0,61,7
780,Kalimantan Tengah,Kalimantan,ikan segar/beku,2001,0,0,62,7
781,Kalimantan Selatan,Kalimantan,ikan segar/beku,2001,0,0,63,7
782,Kalimantan Timur,Kalimantan,ikan segar/beku,2001,0.602,0.38,64,7
783,Sulawesi Utara,Sulawesi,ikan segar/beku,2001,0.101,5.53,71,7
784,Gorontalo,Sulawesi,ikan segar/beku,2001,0,0,75,7
785,Sulawesi Selatan,Sulawesi,ikan segar/beku,2001,0.232,1.026,73,7
786,Sulawesi Tenggara,Sulawesi,ikan segar/beku,2001,0.232,0,74,7
787,Sulawesi Barat,Sulawesi,ikan segar/beku,2001,0,0,76,7
788,Sulawesi Tengah,Sulawesi,ikan segar/beku,2001,0,0,72,7
789,Maluku,Maluku - Papua,ikan segar/beku,2001,0,0,81,7
790,Maluku Utara,Maluku - Papua,ikan segar/beku,2001,0,0,82,7
791,Papua Barat,Maluku - Papua,ikan segar/beku,2001,0,0,91,7
792,Papua,Maluku - Papua,ikan segar/beku,2001,0,0,94,7
793,Aceh,Sumatera,ikan segar/beku,2002,0,0,11,7
794,Sumatera Utara,Sumatera,ikan segar/beku,2002,446.863,97.586,12,7
795,Sumatera Barat,Sumatera,ikan segar/beku,2002,0,0,13,7
796,Riau,Sumatera,ikan segar/beku,2002,54.388,45.14,14,7
797,Jambi,Sumatera,ikan segar/beku,2002,0,0,15,7
798,Sumatera Selatan,Sumatera,ikan segar/beku,2002,0,0,16,7
799,Bengkulu,Sumatera,ikan segar/beku,2002,0,0,17,7
800,Lampung,Sumatera,ikan segar/beku,2002,0,0,18,7
801,Kepulauan Bangka Belitung,Sumatera,ikan segar/beku,2002,15586.484,10478.675,19,7
802,Kepulauan Riau,Sumatera,ikan segar/beku,2002,0,0,21,7
803,DKI Jakarta,Jawa,ikan segar/beku,2002,11149.552,8528.551,31,7
804,Jawa Barat,Jawa,ikan segar/beku,2002,0,0,32,7
805,Jawa Tengah,Jawa,ikan segar/beku,2002,812.569,241.449,33,7
806,DI Yogyakarta,Jawa,ikan segar/beku,2002,0,0,34,7
807,Jawa Timur,Jawa,ikan segar/beku,2002,0,0,35,7
808,Banten,Jawa,ikan segar/beku,2002,51.574,41.254,36,7
809,Bali,Bali - Nusa Tenggara,ikan segar/beku,2002,51.574,41.254,51,7
810,Nusa Tenggara Barat,Bali - Nusa Tenggara,ikan segar/beku,2002,0,0,52,7
811,Nusa Tenggara Timur,Bali - Nusa Tenggara,ikan segar/beku,2002,0,0,53,7
812,Kalimantan Barat,Kalimantan,ikan segar/beku,2002,38,10,61,7
813,Kalimantan Tengah,Kalimantan,ikan segar/beku,2002,0,0,62,7
814,Kalimantan Selatan,Kalimantan,ikan segar/beku,2002,27.44,15.443,63,7
815,Kalimantan Timur,Kalimantan,ikan segar/beku,2002,0.21,0.476,64,7
816,Sulawesi Utara,Sulawesi,ikan segar/beku,2002,0,0,71,7
817,Gorontalo,Sulawesi,ikan segar/beku,2002,0,0,75,7
818,Sulawesi Selatan,Sulawesi,ikan segar/beku,2002,0.593,1.608,73,7
819,Sulawesi Tenggara,Sulawesi,ikan segar/beku,2002,0.593,0,74,7
820,Sulawesi Barat,Sulawesi,ikan segar/beku,2002,0,0,76,7
821,Sulawesi Tengah,Sulawesi,ikan segar/beku,2002,0,0,72,7
822,Maluku,Maluku - Papua,ikan segar/beku,2002,0,0,81,7
823,Maluku Utara,Maluku - Papua,ikan segar/beku,2002,0,0,82,7
824,Papua Barat,Maluku - Papua,ikan segar/beku,2002,0,0,91,7
825,Papua,Maluku - Papua,ikan segar/beku,2002,0,0,94,7
826,Aceh,Sumatera,ikan segar/beku,2003,0,0,11,7
827,Sumatera Utara,Sumatera,ikan segar/beku,2003,600.586,132.894,12,7
828,Sumatera Barat,Sumatera,ikan segar/beku,2003,0,0,13,7
829,Riau,Sumatera,ikan segar/beku,2003,24.575,34.665,14,7
830,Jambi,Sumatera,ikan segar/beku,2003,3,2.222,15,7
831,Sumatera Selatan,Sumatera,ikan segar/beku,2003,11.25,19.125,16,7
832,Bengkulu,Sumatera,ikan segar/beku,2003,0,0,17,7
833,Lampung,Sumatera,ikan segar/beku,2003,0,0,18,7
834,Kepulauan Bangka Belitung,Sumatera,ikan segar/beku,2003,14757.888,11057.751,19,7
835,Kepulauan Riau,Sumatera,ikan segar/beku,2003,0,0,21,7
836,DKI Jakarta,Jawa,ikan segar/beku,2003,8092.474,7916.159,31,7
837,Jawa Barat,Jawa,ikan segar/beku,2003,0,0,32,7
838,Jawa Tengah,Jawa,ikan segar/beku,2003,2022.59,653.738,33,7
839,DI Yogyakarta,Jawa,ikan segar/beku,2003,0,0,34,7
840,Jawa Timur,Jawa,ikan segar/beku,2003,0,2487.854,35,7
841,Banten,Jawa,ikan segar/beku,2003,37.111,46.231,36,7
842,Bali,Bali - Nusa Tenggara,ikan segar/beku,2003,37.111,46.231,51,7
843,Nusa Tenggara Barat,Bali - Nusa Tenggara,ikan segar/beku,2003,0,0,52,7
844,Nusa Tenggara Timur,Bali - Nusa Tenggara,ikan segar/beku,2003,0,0,53,7
845,Kalimantan Barat,Kalimantan,ikan segar/beku,2003,551.14,134.986,61,7
846,Kalimantan Tengah,Kalimantan,ikan segar/beku,2003,0,0,62,7
847,Kalimantan Selatan,Kalimantan,ikan segar/beku,2003,0,0,63,7
848,Kalimantan Timur,Kalimantan,ikan segar/beku,2003,0.009,0.04,64,7
849,Sulawesi Utara,Sulawesi,ikan segar/beku,2003,10.781,11.376,71,7
850,Gorontalo,Sulawesi,ikan segar/beku,2003,0,0,75,7
851,Sulawesi Selatan,Sulawesi,ikan segar/beku,2003,78.911,31.777,73,7
852,Sulawesi Tenggara,Sulawesi,ikan segar/beku,2003,0,0,74,7
853,Sulawesi Barat,Sulawesi,ikan segar/beku,2003,0,0,76,7
854,Sulawesi Tengah,Sulawesi,ikan segar/beku,2003,0,0,72,7
855,Maluku,Maluku - Papua,ikan segar/beku,2003,0,0,81,7
856,Maluku Utara,Maluku - Papua,ikan segar/beku,2003,0,0,82,7
857,Papua Barat,Maluku - Papua,ikan segar/beku,2003,0,0,91,7
858,Papua,Maluku - Papua,ikan segar/beku,2003,0.315,0.942,94,7
859,Aceh,Sumatera,ikan segar/beku,2004,0,0,11,7
860,Sumatera Utara,Sumatera,ikan segar/beku,2004,1125.074,217.225,12,7
861,Sumatera Barat,Sumatera,ikan segar/beku,2004,0,0,13,7
862,Riau,Sumatera,ikan segar/beku,2004,191.273,65.749,14,7
863,Jambi,Sumatera,ikan segar/beku,2004,0,0,15,7
864,Sumatera Selatan,Sumatera,ikan segar/beku,2004,0,0,16,7
865,Bengkulu,Sumatera,ikan segar/beku,2004,0,0,17,7
866,Lampung,Sumatera,ikan segar/beku,2004,0,0,18,7
867,Kepulauan Bangka Belitung,Sumatera,ikan segar/beku,2004,0,0,19,7
868,Kepulauan Riau,Sumatera,ikan segar/beku,2004,0,0,21,7
869,DKI Jakarta,Jawa,ikan segar/beku,2004,11501.015,11530.312,31,7
870,Jawa Barat,Jawa,ikan segar/beku,2004,0,0,32,7
871,Jawa Tengah,Jawa,ikan segar/beku,2004,2798.393,941.212,33,7
872,DI Yogyakarta,Jawa,ikan segar/beku,2004,0,0,34,7
873,Jawa Timur,Jawa,ikan segar/beku,2004,6478.781,5543.155,35,7
874,Banten,Jawa,ikan segar/beku,2004,97.8,34.736,36,7
875,Bali,Bali - Nusa Tenggara,ikan segar/beku,2004,161.659,192.899,51,7
876,Nusa Tenggara Barat,Bali - Nusa Tenggara,ikan segar/beku,2004,0,0,52,7
877,Nusa Tenggara Timur,Bali - Nusa Tenggara,ikan segar/beku,2004,0,0,53,7
878,Kalimantan Barat,Kalimantan,ikan segar/beku,2004,273.8,92.617,61,7
879,Kalimantan Tengah,Kalimantan,ikan segar/beku,2004,0,0,62,7
880,Kalimantan Selatan,Kalimantan,ikan segar/beku,2004,0,0,63,7
881,Kalimantan Timur,Kalimantan,ikan segar/beku,2004,0.085,0.303,64,7
882,Sulawesi Utara,Sulawesi,ikan segar/beku,2004,0,0,71,7
883,Gorontalo,Sulawesi,ikan segar/beku,2004,0,0,75,7
884,Sulawesi Selatan,Sulawesi,ikan segar/beku,2004,0,0,73,7
885,Sulawesi Tenggara,Sulawesi,ikan segar/beku,2004,0,0,74,7
886,Sulawesi Barat,Sulawesi,ikan segar/beku,2004,0,0,76,7
887,Sulawesi Tengah,Sulawesi,ikan segar/beku,2004,0,0,72,7
888,Maluku,Maluku - Papua,ikan segar/beku,2004,0,0,81,7
889,Maluku Utara,Maluku - Papua,ikan segar/beku,2004,0,0,82,7
890,Papua Barat,Maluku - Papua,ikan segar/beku,2004,0,0,91,7
891,Papua,Maluku - Papua,ikan segar/beku,2004,0,0,94,7
892,Aceh,Sumatera,ikan segar/beku,2005,0,0,11,7
893,Sumatera Utara,Sumatera,ikan segar/beku,2005,1969.742,797.659,12,7
894,Sumatera Barat,Sumatera,ikan segar/beku,2005,0,0,13,7
895,Riau,Sumatera,ikan segar/beku,2005,1487.429,1562.291,14,7
896,Jambi,Sumatera,ikan segar/beku,2005,125,364.361,15,7
897,Sumatera Selatan,Sumatera,ikan segar/beku,2005,0,0,16,7
898,Bengkulu,Sumatera,ikan segar/beku,2005,0,0,17,7
899,Lampung,Sumatera,ikan segar/beku,2005,0,0,18,7
900,Kepulauan Bangka Belitung,Sumatera,ikan segar/beku,2005,0,0,19,7
901,Kepulauan Riau,Sumatera,ikan segar/beku,2005,0,0,21,7
902,DKI Jakarta,Jawa,ikan segar/beku,2005,7361.265,7606.354,31,7
903,Jawa Barat,Jawa,ikan segar/beku,2005,0,0,32,7
904,Jawa Tengah,Jawa,ikan segar/beku,2005,1460.371,457.465,33,7
905,DI Yogyakarta,Jawa,ikan segar/beku,2005,0,0,34,7
906,Jawa Timur,Jawa,ikan segar/beku,2005,6125.797,5772.475,35,7
907,Banten,Jawa,ikan segar/beku,2005,0,0,36,7
908,Bali,Bali - Nusa Tenggara,ikan segar/beku,2005,60.599,64.611,51,7
909,Nusa Tenggara Barat,Bali - Nusa Tenggara,ikan segar/beku,2005,0,0,52,7
910,Nusa Tenggara Timur,Bali - Nusa Tenggara,ikan segar/beku,2005,0,0,53,7
911,Kalimantan Barat,Kalimantan,ikan segar/beku,2005,298.696,85.208,61,7
912,Kalimantan Tengah,Kalimantan,ikan segar/beku,2005,0,0,62,7
913,Kalimantan Selatan,Kalimantan,ikan segar/beku,2005,35.4,23.634,63,7
914,Kalimantan Timur,Kalimantan,ikan segar/beku,2005,21.684,12.186,64,7
915,Sulawesi Utara,Sulawesi,ikan segar/beku,2005,0,0,71,7
916,Gorontalo,Sulawesi,ikan segar/beku,2005,0,0,75,7
917,Sulawesi Selatan,Sulawesi,ikan segar/beku,2005,12.5,13.812,73,7
918,Sulawesi Tenggara,Sulawesi,ikan segar/beku,2005,0,0,74,7
919,Sulawesi Barat,Sulawesi,ikan segar/beku,2005,0,0,76,7
920,Sulawesi Tengah,Sulawesi,ikan segar/beku,2005,0,0,72,7
921,Maluku,Maluku - Papua,ikan segar/beku,2005,0,0,81,7
922,Maluku Utara,Maluku - Papua,ikan segar/beku,2005,0,0,82,7
923,Papua Barat,Maluku - Papua,ikan segar/beku,2005,0,0,91,7
924,Papua,Maluku - Papua,ikan segar/beku,2005,0,0,94,7
925,Aceh,Sumatera,ikan segar/beku,2006,0,0,11,7
926,Sumatera Utara,Sumatera,ikan segar/beku,2006,2187.485,538.219,12,7
